SK_ID_CURR,TARGET
106311,0.05
106314,0.15
106320,0.08
106334,0.1
106346,0.09
106347,0.01
106349,0.12
106354,0.14
106360,0.06
106373,0.22
106377,0.04
106386,0.22
106387,0.1
106391,0.06
106401,0.24
106411,0.06
106413,0.3
106426,0.1
106427,0.12
106428,0.12
106434,0.08
106438,0.1
106440,0.08
106441,0.06
106452,0.15
106453,0.12
106454,0.06
106457,0.11
106484,0.05
106488,0.27
106491,0.15
106514,0.18
106527,0.16
106528,0.16
106529,0.03
106534,0.12
106550,0.16
106577,0.15
106585,0.15
106590,0.07
106607,0.06
106610,0.09
106611,0.11
106612,0.13
106624,0.03
106631,0.03
106647,0.4
106660,0.12
106674,0.07
106687,0.08
106712,0.09
106713,0.06
106717,0.1
106720,0.15
106721,0.09
106724,0.05
106735,0.17
106739,0.06
106740,0.06
106754,0.1
106760,0.34
106761,0.05
106784,0.13
106787,0.05
106797,0.04
106798,0.07
106802,0.27
106803,0.15
106804,0.3
106805,0.05
106810,0.12
106812,0.2
106813,0.13
106817,0.17
106822,0.06
106823,0.05
106827,0.04
106841,0.14
106851,0.26
106852,0.06
106853,0.25
106854,0.33
106861,0.12
106873,0.05
106877,0.08
106878,0.05
106881,0.1
106900,0.04
106906,0.05
106907,0.2
106914,0.15
106916,0.06
106924,0.15
106931,0.07
106936,0.14
106937,0.19
106938,0.07
106939,0.15
106943,0.13
106944,0.27
106967,0.07
106980,0.06
106986,0.11
106987,0.09
106990,0.03
107013,0.03
107023,0.07
107033,0.11
107037,0.2
107048,0.07
107071,0.07
107081,0.03
107113,0.15
107130,0.14
107131,0.05
107145,0.12
107156,0.13
107219,0.14
107222,0.11
107223,0.27
107232,0.18
107245,0.08
107246,0.08
107247,0.08
107256,0.05
107259,0.03
107260,0.06
107279,0.13
107280,0.06
107281,0.07
107285,0.08
107329,0.02
107337,0.17
107349,0.11
107350,0.08
107351,0.04
107359,0.13
107391,0.17
107394,0.18
107395,0.11
107406,0.1
107416,0.09
107417,0.03
107418,0.09
107419,0.07
107444,0.03
107445,0.07
107446,0.08
107460,0.16
107470,0.03
107475,0.03
107520,0.09
107526,0.12
107527,0.04
107530,0.03
107532,0.12
107534,0.12
107535,0.11
107554,0.19
107556,0.02
107559,0.1
107561,0.07
107564,0.15
107566,0.04
107571,0.02
107590,0.19
107602,0.11
107625,0.06
107626,0.28
107635,0.11
107636,0.08
107645,0.08
107652,0.16
107655,0.1
107668,0.07
107670,0.06
107677,0.03
107680,0.23
107683,0.22
107684,0.05
107691,0.08
107692,0.15
107703,0.06
107709,0.07
107710,0.1
107721,0.29
107725,0.11
107727,0.1
107739,0.02
107740,0.07
107741,0.14
107747,0.09
107765,0.37
107768,0.03
107775,0.19
107782,0.22
107790,0.08
107801,0.08
107807,0.1
107811,0.09
107817,0.14
107826,0.08
107838,0.1
107839,0.0
107843,0.14
107847,0.1
107849,0.18
107850,0.06
107867,0.18
107871,0.09
107908,0.07
107913,0.13
107927,0.06
107931,0.06
107955,0.09
107962,0.05
107977,0.07
107978,0.07
107993,0.03
108010,0.2
108016,0.1
108018,0.37
108027,0.22
108045,0.22
108069,0.17
108082,0.05
108089,0.16
108092,0.02
108106,0.03
108112,0.1
108120,0.22
108122,0.3
108135,0.08
108170,0.07
108171,0.12
108177,0.03
108180,0.12
108183,0.08
108184,0.05
108185,0.05
108192,0.1
108195,0.19
108196,0.15
108218,0.06
108219,0.23
108243,0.11
108249,0.02
108251,0.06
108274,0.1
108280,0.36
108289,0.11
108292,0.05
108295,0.09
108327,0.15
108332,0.1
108346,0.08
108349,0.13
108353,0.14
108362,0.05
108363,0.01
108377,0.4
108378,0.19
108381,0.04
108383,0.19
108390,0.08
108407,0.05
108408,0.1
108411,0.07
108412,0.0
108419,0.07
108436,0.26
108437,0.24
108438,0.12
108441,0.11
108448,0.14
108449,0.03
108466,0.05
108467,0.17
108473,0.08
108474,0.07
108476,0.14
108479,0.08
108486,0.02
108493,0.02
108501,0.05
108506,0.36
108510,0.16
108511,0.11
108514,0.08
108517,0.04
108519,0.12
108522,0.04
108548,0.24
108554,0.16
108555,0.17
108559,0.11
108562,0.07
108571,0.04
108572,0.03
108579,0.09
108583,0.02
108584,0.06
108592,0.11
108602,0.13
108609,0.05
108613,0.11
108616,0.04
108618,0.07
108620,0.07
108643,0.05
108649,0.02
108654,0.07
108655,0.04
108656,0.04
108667,0.03
108668,0.11
108682,0.11
108690,0.13
108691,0.18
108692,0.16
108695,0.16
108699,0.12
108710,0.1
108718,0.13
108739,0.2
108740,0.06
108741,0.05
108742,0.13
108763,0.08
108767,0.18
108769,0.25
108779,0.31
108788,0.03
108801,0.05
108802,0.04
108810,0.08
108811,0.01
108813,0.0
108814,0.06
108825,0.05
108826,0.18
108830,0.15
108834,0.03
108852,0.06
108887,0.18
108901,0.18
108908,0.06
108910,0.15
108920,0.06
108922,0.02
108929,0.07
108930,0.06
108937,0.21
108938,0.03
108943,0.1
108948,0.07
108953,0.13
108956,0.15
108965,0.08
108985,0.19
108986,0.11
108987,0.02
108990,0.07
108991,0.11
108993,0.17
109000,0.18
109001,0.1
109012,0.35
109014,0.06
109015,0.11
109021,0.04
109037,0.08
109042,0.17
109044,0.12
109046,0.35
109064,0.05
109084,0.06
109086,0.05
109092,0.03
109093,0.17
109100,0.1
109101,0.05
109110,0.18
109114,0.17
109126,0.17
109152,0.05
109162,0.14
109167,0.04
109168,0.2
109169,0.05
109179,0.11
109184,0.16
109191,0.12
109192,0.09
109193,0.08
109196,0.1
109206,0.11
109210,0.03
109244,0.15
109249,0.1
109273,0.09
109276,0.21
109281,0.07
109287,0.05
109297,0.15
109298,0.01
109306,0.07
109309,0.13
109321,0.3
109328,0.24
109336,0.19
109342,0.05
109346,0.06
109347,0.05
109348,0.15
109362,0.1
109363,0.08
109367,0.06
109370,0.03
109393,0.17
109405,0.06
109413,0.1
109414,0.3
109421,0.04
109427,0.13
109428,0.06
109429,0.16
109437,0.07
109443,0.03
109461,0.05
109468,0.22
109469,0.07
109471,0.12
109479,0.13
109484,0.02
109501,0.12
109505,0.11
109535,0.1
109539,0.07
109544,0.1
109545,0.03
109551,0.15
109553,0.11
109555,0.08
109561,0.16
109580,0.03
109583,0.31
109593,0.2
109604,0.17
109620,0.09
109635,0.09
109637,0.29
109638,0.11
109642,0.18
109649,0.04
109652,0.12
109656,0.04
109663,0.09
109696,0.28
109700,0.19
109709,0.23
109735,0.09
109740,0.06
109741,0.12
109749,0.1
109764,0.13
109771,0.16
109772,0.07
109773,0.22
109798,0.07
109802,0.14
109804,0.09
109813,0.06
109818,0.12
109848,0.14
109850,0.04
109851,0.11
109855,0.05
109871,0.28
109877,0.15
109883,0.02
109886,0.04
109905,0.12
109936,0.19
109950,0.14
109958,0.09
109959,0.08
109969,0.07
109971,0.09
109984,0.03
109985,0.36
109988,0.1
109992,0.13
110005,0.07
110009,0.11
110011,0.22
110014,0.17
110026,0.06
110042,0.03
110058,0.03
110069,0.11
110080,0.04
110087,0.09
110091,0.08
110094,0.09
110098,0.19
110105,0.16
110117,0.12
110136,0.09
110138,0.32
110149,0.19
110164,0.18
110202,0.17
110212,0.04
110226,0.02
110236,0.1
110249,0.04
110257,0.09
110258,0.04
110277,0.04
110282,0.09
110284,0.03
110286,0.11
110289,0.01
110304,0.02
110319,0.1
110324,0.15
110326,0.09
110335,0.1
110337,0.1
110338,0.05
110343,0.05
110345,0.04
110347,0.09
110355,0.06
110359,0.07
110360,0.13
110364,0.12
110371,0.14
110372,0.14
110376,0.07
110379,0.22
110380,0.09
110393,0.09
110401,0.3
110406,0.02
110411,0.03
110416,0.09
110420,0.04
110443,0.08
110465,0.04
110468,0.09
110469,0.16
110471,0.21
110487,0.22
110491,0.09
110504,0.1
110547,0.09
110550,0.04
110559,0.31
110578,0.13
110582,0.11
110590,0.13
110598,0.23
110601,0.18
110602,0.04
110604,0.05
110625,0.24
110626,0.16
110636,0.14
110637,0.16
110638,0.1
110646,0.14
110648,0.06
110652,0.08
110681,0.09
110682,0.11
110687,0.2
110691,0.08
110694,0.05
110695,0.06
110696,0.06
110708,0.03
110710,0.04
110717,0.15
110730,0.09
110740,0.02
110742,0.1
110747,0.04
110761,0.04
110766,0.07
110769,0.04
110774,0.04
110803,0.05
110805,0.06
110809,0.27
110827,0.2
110832,0.19
110839,0.11
110859,0.11
110861,0.07
110863,0.19
110865,0.18
110881,0.12
110889,0.08
110891,0.02
110894,0.04
110895,0.04
110907,0.29
110914,0.1
110933,0.0
110934,0.05
110937,0.03
110953,0.03
110954,0.1
110958,0.22
110970,0.09
110974,0.15
110977,0.05
110989,0.03
110993,0.23
110994,0.24
111018,0.05
111019,0.07
111030,0.06
111032,0.14
111041,0.03
111045,0.1
111048,0.14
111052,0.05
111070,0.2
111084,0.24
111091,0.12
111104,0.08
111108,0.08
111112,0.05
111127,0.08
111142,0.08
111146,0.12
111165,0.12
111168,0.09
111169,0.33
111172,0.04
111173,0.03
111174,0.18
111175,0.18
111176,0.08
111177,0.1
111180,0.08
111182,0.01
111192,0.06
111194,0.12
111196,0.17
111197,0.08
111198,0.13
111205,0.07
111207,0.04
111222,0.07
111228,0.07
111233,0.08
111256,0.01
111258,0.07
111262,0.06
111263,0.06
111267,0.04
111269,0.14
111276,0.06
111277,0.19
111279,0.07
111290,0.03
111294,0.04
111295,0.16
111315,0.23
111318,0.16
111327,0.06
111328,0.22
111332,0.09
111338,0.02
111343,0.16
111344,0.05
111345,0.4
111347,0.07
111356,0.03
111359,0.11
111367,0.03
111368,0.07
111391,0.18
111408,0.03
111412,0.1
111419,0.13
111422,0.04
111423,0.3
111439,0.08
111452,0.34
111456,0.08
111467,0.12
111478,0.23
111482,0.03
111488,0.14
111503,0.21
111510,0.04
111512,0.11
111518,0.09
111532,0.19
111537,0.02
111541,0.12
111544,0.05
111550,0.07
111554,0.21
111560,0.19
111566,0.09
111567,0.15
111592,0.04
111618,0.1
111620,0.04
111627,0.02
111641,0.12
111646,0.24
111652,0.05
111657,0.08
111664,0.1
111665,0.12
111669,0.05
111673,0.03
111687,0.04
111688,0.01
111689,0.04
111694,0.11
111695,0.05
111698,0.12
111703,0.04
111709,0.02
111712,0.03
111715,0.12
111724,0.11
111730,0.02
111747,0.14
111760,0.08
111761,0.02
111763,0.08
111776,0.06
111777,0.05
111781,0.06
111793,0.17
111804,0.25
111810,0.28
111816,0.05
111818,0.01
111830,0.1
111832,0.03
111841,0.03
111842,0.11
111843,0.18
111846,0.1
111848,0.21
111856,0.04
111857,0.05
111877,0.01
111882,0.08
111883,0.15
111891,0.1
111893,0.04
111901,0.06
111912,0.1
111913,0.04
111955,0.05
111958,0.05
111960,0.05
111967,0.09
112000,0.18
112003,0.12
112015,0.17
112019,0.37
112020,0.07
112028,0.09
112029,0.12
112031,0.11
112039,0.07
112042,0.06
112049,0.06
112052,0.14
112054,0.07
112055,0.07
112063,0.09
112070,0.07
112071,0.06
112080,0.07
112083,0.11
112085,0.04
112089,0.09
112098,0.19
112100,0.02
112105,0.11
112124,0.06
112126,0.08
112127,0.08
112128,0.13
112148,0.1
112149,0.07
112165,0.14
112170,0.08
112171,0.12
112176,0.13
112186,0.07
112199,0.11
112203,0.05
112214,0.11
112215,0.12
112216,0.1
112224,0.06
112225,0.1
112231,0.33
112234,0.17
112235,0.01
112236,0.14
112254,0.21
112265,0.17
112271,0.05
112284,0.06
112287,0.22
112295,0.11
112303,0.25
112307,0.26
112310,0.01
112312,0.14
112313,0.02
112326,0.14
112333,0.09
112334,0.07
112339,0.04
112347,0.15
112350,0.08
112356,0.17
112357,0.14
112359,0.13
112360,0.14
112371,0.17
112385,0.05
112392,0.14
112401,0.21
112405,0.1
112414,0.21
112429,0.08
112448,0.06
112467,0.15
112468,0.11
112469,0.14
112491,0.12
112500,0.11
112510,0.16
112535,0.19
112537,0.12
112551,0.13
112552,0.09
112556,0.09
112577,0.09
112590,0.1
112593,0.06
112596,0.13
112601,0.04
112604,0.16
112622,0.06
112655,0.06
112663,0.06
112667,0.0
112670,0.02
112676,0.2
112677,0.14
112679,0.02
112683,0.09
112688,0.12
112692,0.22
112696,0.27
112702,0.1
112709,0.04
112720,0.08
112735,0.07
112738,0.17
112742,0.12
112748,0.13
112749,0.02
112766,0.1
112767,0.08
112769,0.08
112771,0.14
112775,0.06
112794,0.24
112795,0.06
112796,0.12
112815,0.02
112817,0.18
112821,0.2
112822,0.12
112829,0.19
112831,0.21
112835,0.04
112838,0.0
112842,0.04
112844,0.21
112845,0.04
112846,0.03
112847,0.02
112867,0.11
112868,0.06
112874,0.05
112879,0.04
112882,0.06
112886,0.07
112895,0.09
112896,0.14
112902,0.1
112904,0.03
112917,0.31
112932,0.17
112944,0.09
112946,0.1
112947,0.07
112948,0.07
112966,0.1
112967,0.06
112971,0.06
112973,0.22
112974,0.08
112978,0.21
112988,0.06
112992,0.17
113003,0.08
113004,0.09
113007,0.21
113020,0.19
113025,0.17
113032,0.06
113042,0.22
113047,0.02
113066,0.04
113067,0.13
113071,0.05
113087,0.19
113108,0.0
113109,0.07
113123,0.04
113128,0.33
113134,0.1
113151,0.1
113175,0.22
113181,0.05
113188,0.2
113191,0.06
113193,0.29
113201,0.17
113209,0.05
113222,0.07
113248,0.02
113272,0.11
113276,0.07
113287,0.05
113302,0.07
113308,0.11
113316,0.17
113318,0.1
113320,0.04
113322,0.25
113325,0.16
113326,0.16
113332,0.16
113346,0.32
113352,0.03
113361,0.08
113362,0.04
113365,0.1
113366,0.01
113368,0.03
113382,0.05
113385,0.1
113390,0.22
113391,0.06
113393,0.08
113396,0.17
113397,0.13
113402,0.08
113403,0.01
113405,0.12
113406,0.14
113410,0.36
113413,0.07
113418,0.11
113419,0.22
113435,0.15
113438,0.23
113447,0.06
113458,0.13
113466,0.15
113475,0.1
113482,0.13
113490,0.07
113505,0.04
113508,0.11
113520,0.05
113532,0.09
113535,0.09
113549,0.15
113557,0.11
113558,0.09
113561,0.08
113566,0.08
113569,0.09
113574,0.06
113576,0.19
113577,0.06
113585,0.05
113587,0.25
113599,0.16
113601,0.09
113602,0.06
113605,0.07
113609,0.18
113611,0.17
113616,0.08
113627,0.5
113631,0.22
113643,0.13
113652,0.12
113657,0.07
113659,0.04
113672,0.11
113680,0.09
113692,0.14
113694,0.07
113695,0.11
113701,0.04
113733,0.06
113738,0.15
113740,0.12
113742,0.07
113777,0.12
113783,0.14
113788,0.25
113789,0.07
113791,0.13
113795,0.08
113799,0.16
113805,0.01
113820,0.04
113822,0.03
113824,0.02
113829,0.1
113832,0.03
113833,0.15
113841,0.06
113849,0.14
113862,0.14
113863,0.17
113864,0.05
113870,0.04
113875,0.08
113882,0.04
113887,0.08
113894,0.06
113909,0.05
113930,0.1
113936,0.1
113939,0.04
113942,0.08
113943,0.21
113945,0.12
113947,0.09
113950,0.04
113951,0.12
113957,0.15
113966,0.23
113967,0.09
113977,0.14
113984,0.1
113986,0.06
113992,0.02
113998,0.05
113999,0.23
114003,0.09
